rank,period_days,frequency_cycles_per_day,power,prefecture_code,variable,component
3,7.529411764705882,0.1328125,23.73444855072303,JP-01,w2c_event,subseasonal
4,12.8,0.078125,22.513774226853712,JP-01,w2c_event,subseasonal
5,15.058823529411764,0.06640625,22.295558960734493,JP-01,w2c_event,subseasonal
1,2.153522607781283,0.46435546875,11.070958261033716,JP-01,w2c_event,high_frequency
2,2.7713125845737485,0.36083984375,10.44825300849804,JP-01,w2c_event,high_frequency
3,4.302521008403361,0.232421875,10.392695338571244,JP-01,w2c_event,high_frequency
4,3.2100313479623823,0.3115234375,9.905221413791967,JP-01,w2c_event,high_frequency
5,2.0277227722772277,0.4931640625,9.662784591351478,JP-01,w2c_event,high_frequency
1,7.111111111111111,0.140625,104.4388488559319,JP-01,w2c_event,noise
2,2.0582914572864324,0.48583984375,61.19744588355733,JP-01,w2c_event,noise
3,5.211195928753181,0.19189453125,60.30809616903353,JP-01,w2c_event,noise
4,3.9689922480620154,0.251953125,56.40159818700865,JP-01,w2c_event,noise
5,4.911270983213429,0.20361328125,54.65720395073549,JP-01,w2c_event,noise
1,2.153522607781283,0.46435546875,6.897536189102094,JP-01,w2c_event,reconstructed_signal
2,2.7713125845737485,0.36083984375,6.502204569203145,JP-01,w2c_event,reconstructed_signal
3,4.302521008403361,0.232421875,6.4839231570618505,JP-01,w2c_event,reconstructed_signal
4,2.409411764705882,0.4150390625,6.26951290569739,JP-01,w2c_event,reconstructed_signal
5,11.976608187134502,0.08349609375,6.161982010845314,JP-01,w2c_event,reconstructed_signal
1,7.111111111111111,0.140625,104.43884885593178,JP-01,w2c_event,reconstruction_residual
2,2.0582914572864324,0.48583984375,61.19744588355731,JP-01,w2c_event,reconstruction_residual
3,5.211195928753181,0.19189453125,60.30809616903344,JP-01,w2c_event,reconstruction_residual
4,3.9689922480620154,0.251953125,56.40159818700854,JP-01,w2c_event,reconstruction_residual
5,4.911270983213429,0.20361328125,54.65720395073557,JP-01,w2c_event,reconstruction_residual
1,2.153522607781283,0.46435546875,6.270343983611599,JP-01,w2c_transition_intensity,original
2,11.976608187134502,0.08349609375,5.962044172374364,JP-01,w2c_transition_intensity,original
3,4.302521008403361,0.232421875,5.897974340780279,JP-01,w2c_transition_intensity,original
4,2.409411764705882,0.4150390625,5.873920050062359,JP-01,w2c_transition_intensity,original
5,3.2100313479623823,0.3115234375,5.77832967943685,JP-01,w2c_transition_intensity,original
1,341.3333333333333,0.0029296875,437.0980843306513,JP-01,w2c_transition_intensity,interannual
2,682.6666666666666,0.00146484375,253.30528816041092,JP-01,w2c_transition_intensity,interannual
3,170.66666666666666,0.005859375,8.979370066060977,JP-01,w2c_transition_intensity,interannual
1,341.3333333333333,0.0029296875,347.5831333572896,JP-01,w2c_transition_intensity,annual
2,146.28571428571428,0.0068359375,144.8309635722984,JP-01,w2c_transition_intensity,annual
3,170.66666666666666,0.005859375,108.82748146566101,JP-01,w2c_transition_intensity,annual
4,81.92,0.01220703125,17.43822921811843,JP-01,w2c_transition_intensity,annual
1,227.55555555555554,0.00439453125,427.032318504884,JP-01,w2c_transition_intensity,semiannual
2,2.7379679144385025,0.365234375,87.5777371684132,JP-01,w2c_transition_intensity,semiannual
3,97.52380952380952,0.01025390625,50.89563545443329,JP-01,w2c_transition_intensity,semiannual
4,68.26666666666667,0.0146484375,25.793736380733666,JP-01,w2c_transition_intensity,semiannual
5,5.347258485639687,0.18701171875,8.991910228167068,JP-01,w2c_transition_intensity,semiannual
1,60.23529411764706,0.0166015625,100.88283602116454,JP-01,w2c_transition_intensity,seasonal_subannual
2,44.52173913043478,0.0224609375,59.8416857875776,JP-01,w2c_transition_intensity,seasonal_subannual
3,46.54545454545455,0.021484375,52.437541678981916,JP-01,w2c_transition_intensity,seasonal_subannual
4,39.38461538461539,0.025390625,48.23975048156541,JP-01,w2c_transition_intensity,seasonal_subannual
5,68.26666666666667,0.0146484375,47.64750883602946,JP-01,w2c_transition_intensity,seasonal_subannual
1,11.976608187134502,0.08349609375,35.049666687187326,JP-01,w2c_transition_intensity,subseasonal
2,15.058823529411764,0.06640625,26.967581562154237,JP-01,w2c_transition_intensity,subseasonal
3,9.660377358490566,0.103515625,26.599194076089155,JP-01,w2c_transition_intensity,subseasonal
4,7.529411764705882,0.1328125,25.56753836905679,JP-01,w2c_transition_intensity,subseasonal
5,12.8,0.078125,22.81245078773328,JP-01,w2c_transition_intensity,subseasonal
1,2.153522607781283,0.46435546875,10.547145780792976,JP-01,w2c_transition_intensity,high_frequency
2,3.2100313479623823,0.3115234375,9.771277539031617,JP-01,w2c_transition_intensity,high_frequency
3,4.302521008403361,0.232421875,9.753984617781995,JP-01,w2c_transition_intensity,high_frequency
4,2.7713125845737485,0.36083984375,9.568141708465056,JP-01,w2c_transition_intensity,high_frequency
5,2.077079107505071,0.4814453125,8.371982484197938,JP-01,w2c_transition_intensity,high_frequency
1,7.111111111111111,0.140625,96.43468808345914,JP-01,w2c_transition_intensity,noise
2,7.366906474820144,0.1357421875,95.54932338978168,JP-01,w2c_transition_intensity,noise
3,2.0582914572864324,0.48583984375,87.14973732304108,JP-01,w2c_transition_intensity,noise
4,3.506849315068493,0.28515625,51.09781678755652,JP-01,w2c_transition_intensity,noise
5,3.9689922480620154,0.251953125,50.98752477750447,JP-01,w2c_transition_intensity,noise
1,2.153522607781283,0.46435546875,6.536521654397905,JP-01,w2c_transition_intensity,reconstructed_signal
2,11.976608187134502,0.08349609375,6.213277394713194,JP-01,w2c_transition_intensity,reconstructed_signal
3,4.302521008403361,0.232421875,6.145593115129802,JP-01,w2c_transition_intensity,reconstructed_signal
4,2.409411764705882,0.4150390625,6.124359433808129,JP-01,w2c_transition_intensity,reconstructed_signal
5,3.2100313479623823,0.3115234375,6.023590337815507,JP-01,w2c_transition_intensity,reconstructed_signal
1,7.111111111111111,0.140625,96.43468808345887,JP-01,w2c_transition_intensity,reconstruction_residual
2,7.366906474820144,0.1357421875,95.54932338978176,JP-01,w2c_transition_intensity,reconstruction_residual
3,2.0582914572864324,0.48583984375,87.149737323041,JP-01,w2c_transition_intensity,reconstruction_residual
4,3.506849315068493,0.28515625,51.0978167875565,JP-01,w2c_transition_intensity,reconstruction_residual
5,3.9689922480620154,0.251953125,50.98752477750453,JP-01,w2c_transition_intensity,reconstruction_residual
1,341.3333333333333,0.0029296875,958.8828914657001,JP-02,ah,original
2,186.1818181818182,0.00537109375,63.55557482929373,JP-02,ah,original
1,341.3333333333333,0.0029296875,1124.3923286696925,JP-02,ah,annual
1,186.1818181818182,0.00537109375,1234.028444218494,JP-02,ah,semiannual
1,186.1818181818182,0.00537109375,147.5274695611767,JP-02,ah,noise
2,120.47058823529412,0.00830078125,71.21948947201035,JP-02,ah,noise
3,93.0909090909091,0.0107421875,23.30480490968509,JP-02,ah,noise
4,43.57446808510638,0.02294921875,15.505296525583779,JP-02,ah,noise
5,17.35593220338983,0.0576171875,12.796139538924074,JP-02,ah,noise
1,341.3333333333333,0.0029296875,1099.7455019420377,JP-02,ah,reconstructed_signal
1,186.1818181818182,0.00537109375,147.52746956117687,JP-02,ah,reconstruction_residual
2,120.47058823529412,0.00830078125,71.21948947201031,JP-02,ah,reconstruction_residual
3,93.0909090909091,0.0107421875,23.304804909685053,JP-02,ah,reconstruction_residual
4,43.57446808510638,0.02294921875,15.50529652558374,JP-02,ah,reconstruction_residual
5,17.35593220338983,0.0576171875,12.796139538924045,JP-02,ah,reconstruction_residual
1,23.01123595505618,0.04345703125,6.233368536642462,JP-02,c2w_event,original
2,4.751740139211137,0.21044921875,6.070524102073652,JP-02,c2w_event,original
3,2.098360655737705,0.4765625,5.996433576694102,JP-02,c2w_event,original
4,21.557894736842105,0.04638671875,5.954942715271203,JP-02,c2w_event,original
5,4.501098901098901,0.22216796875,5.564560317228859,JP-02,c2w_event,original
1,512.0,0.001953125,278.6177601999286,JP-02,c2w_event,interannual
2,7.366906474820144,0.1357421875,115.85233796214342,JP-02,c2w_event,interannual
3,120.47058823529412,0.00830078125,45.06525543515771,JP-02,c2w_event,interannual
4,204.8,0.0048828125,15.906916875348664,JP-02,c2w_event,interannual
5,73.14285714285714,0.013671875,6.237920032424956,JP-02,c2w_event,interannual
1,341.3333333333333,0.0029296875,517.5153631387321,JP-02,c2w_event,annual
2,227.55555555555554,0.00439453125,93.30037251412797,JP-02,c2w_event,annual
3,146.28571428571428,0.0068359375,43.746163345547856,JP-02,c2w_event,annual
4,14.52482269503546,0.06884765625,20.99456246398893,JP-02,c2w_event,annual
5,34.13333333333333,0.029296875,14.69755432014753,JP-02,c2w_event,annual
1,186.1818181818182,0.00537109375,223.07678435985068,JP-02,c2w_event,semiannual
2,58.51428571428571,0.01708984375,198.81779911564254,JP-02,c2w_event,semiannual
3,48.76190476190476,0.0205078125,51.19783097523666,JP-02,c2w_event,semiannual
4,6.803986710963455,0.14697265625,18.262621137415888,JP-02,c2w_event,semiannual
5,3.0385756676557865,0.3291015625,16.45088116646599,JP-02,c2w_event,semiannual
1,38.64150943396226,0.02587890625,104.6916248678881,JP-02,c2w_event,seasonal_subannual
2,93.0909090909091,0.0107421875,74.74007014001484,JP-02,c2w_event,seasonal_subannual
3,48.76190476190476,0.0205078125,71.33597556455538,JP-02,c2w_event,seasonal_subannual
4,43.57446808510638,0.02294921875,67.4816996457422,JP-02,c2w_event,seasonal_subannual
5,85.33333333333333,0.01171875,66.0746416522939,JP-02,c2w_event,seasonal_subannual
1,23.01123595505618,0.04345703125,39.43731062038,JP-02,c2w_event,subseasonal
2,21.557894736842105,0.04638671875,34.80387899423785,JP-02,c2w_event,subseasonal
3,9.061946902654867,0.1103515625,32.623594380923244,JP-02,c2w_event,subseasonal
4,18.788990825688074,0.05322265625,32.575595280865436,JP-02,c2w_event,subseasonal
5,9.990243902439024,0.10009765625,30.484540532752447,JP-02,c2w_event,subseasonal
1,2.098360655737705,0.4765625,10.259264826637885,JP-02,c2w_event,high_frequency
2,4.751740139211137,0.21044921875,10.001610134408821,JP-02,c2w_event,high_frequency
3,2.4236686390532545,0.41259765625,9.284709759313452,JP-02,c2w_event,high_frequency
4,3.2050078247261347,0.31201171875,8.87464229671973,JP-02,c2w_event,high_frequency
5,4.501098901098901,0.22216796875,8.628736180430677,JP-02,c2w_event,high_frequency
1,12.487804878048781,0.080078125,74.38343495492455,JP-02,c2w_event,noise
2,32.0,0.03125,74.14456702227685,JP-02,c2w_event,noise
3,13.38562091503268,0.07470703125,71.46861359705852,JP-02,c2w_event,noise
4,5.347258485639687,0.18701171875,66.89104496462593,JP-02,c2w_event,noise
5,3.4304857621440537,0.29150390625,65.10960745166852,JP-02,c2w_event,noise
1,23.01123595505618,0.04345703125,6.491204116184185,JP-02,c2w_event,reconstructed_signal
2,4.751740139211137,0.21044921875,6.325284242448622,JP-02,c2w_event,reconstructed_signal
3,2.098360655737705,0.4765625,6.248843085413393,JP-02,c2w_event,reconstructed_signal
4,21.557894736842105,0.04638671875,6.194844957826409,JP-02,c2w_event,reconstructed_signal
5,4.501098901098901,0.22216796875,5.796122740773811,JP-02,c2w_event,reconstructed_signal
1,12.487804878048781,0.080078125,74.38343495492458,JP-02,c2w_event,reconstruction_residual
2,32.0,0.03125,74.14456702227692,JP-02,c2w_event,reconstruction_residual
3,13.38562091503268,0.07470703125,71.46861359705863,JP-02,c2w_event,reconstruction_residual
4,5.347258485639687,0.18701171875,66.89104496462565,JP-02,c2w_event,reconstruction_residual
5,3.4304857621440537,0.29150390625,65.10960745166865,JP-02,c2w_event,reconstruction_residual
1,2.098360655737705,0.4765625,6.172711018239933,JP-02,c2w_transition_intensity,original
2,21.557894736842105,0.04638671875,6.059341158733744,JP-02,c2w_transition_intensity,original
3,4.751740139211137,0.21044921875,6.04663078262122,JP-02,c2w_transition_intensity,original
4,23.01123595505618,0.04345703125,6.038152967398461,JP-02,c2w_transition_intensity,original
5,4.501098901098901,0.22216796875,5.558140040298387,JP-02,c2w_transition_intensity,original
1,512.0,0.001953125,350.82356276555583,JP-02,c2w_transition_intensity,interannual
2,120.47058823529412,0.00830078125,37.78772467071865,JP-02,c2w_transition_intensity,interannual
3,73.14285714285714,0.013671875,35.9638810285599,JP-02,c2w_transition_intensity,interannual
4,204.8,0.0048828125,16.244310007048696,JP-02,c2w_transition_intensity,interannual
5,35.310344827586206,0.0283203125,9.762350867264146,JP-02,c2w_transition_intensity,interannual
1,341.3333333333333,0.0029296875,519.0940704745285,JP-02,c2w_transition_intensity,annual
2,227.55555555555554,0.00439453125,105.82205063090471,JP-02,c2w_transition_intensity,annual
3,146.28571428571428,0.0068359375,35.13602242241935,JP-02,c2w_transition_intensity,annual
4,14.94890510948905,0.06689453125,16.901482325987452,JP-02,c2w_transition_intensity,annual
5,14.52482269503546,0.06884765625,16.24210513262922,JP-02,c2w_transition_intensity,annual
1,186.1818181818182,0.00537109375,309.7568639658824,JP-02,c2w_transition_intensity,semiannual
2,58.51428571428571,0.01708984375,177.31100612818824,JP-02,c2w_transition_intensity,semiannual
3,157.53846153846155,0.00634765625,173.74823788517222,JP-02,c2w_transition_intensity,semiannual
4,48.76190476190476,0.0205078125,36.738910785738796,JP-02,c2w_transition_intensity,semiannual
5,24.094117647058823,0.04150390625,8.450667587718772,JP-02,c2w_transition_intensity,semiannual
1,38.64150943396226,0.02587890625,147.81529004627532,JP-02,c2w_transition_intensity,seasonal_subannual
2,97.52380952380952,0.01025390625,84.25019532835196,JP-02,c2w_transition_intensity,seasonal_subannual
3,49.951219512195124,0.02001953125,58.4527229534194,JP-02,c2w_transition_intensity,seasonal_subannual
4,43.57446808510638,0.02294921875,52.22230778801543,JP-02,c2w_transition_intensity,seasonal_subannual
5,58.51428571428571,0.01708984375,52.18879068760932,JP-02,c2w_transition_intensity,seasonal_subannual
1,9.061946902654867,0.1103515625,34.37695145564552,JP-02,c2w_transition_intensity,subseasonal
2,23.01123595505618,0.04345703125,33.20236564010777,JP-02,c2w_transition_intensity,subseasonal
3,21.557894736842105,0.04638671875,32.139712080776896,JP-02,c2w_transition_intensity,subseasonal
4,18.788990825688074,0.05322265625,31.06616052010725,JP-02,c2w_transition_intensity,subseasonal
5,8.943231441048034,0.11181640625,30.784323842772647,JP-02,c2w_transition_intensity,subseasonal
1,2.098360655737705,0.4765625,10.4046516838018,JP-02,c2w_transition_intensity,high_frequency
2,4.751740139211137,0.21044921875,9.674214176121325,JP-02,c2w_transition_intensity,high_frequency
3,2.4236686390532545,0.41259765625,9.000839033904501,JP-02,c2w_transition_intensity,high_frequency
4,3.2050078247261347,0.31201171875,8.941853240201986,JP-02,c2w_transition_intensity,high_frequency
5,4.501098901098901,0.22216796875,8.758647515276898,JP-02,c2w_transition_intensity,high_frequency
1,32.0,0.03125,72.92761041945653,JP-02,c2w_transition_intensity,noise
2,12.487804878048781,0.080078125,72.75885168983761,JP-02,c2w_transition_intensity,noise
3,13.38562091503268,0.07470703125,67.26030118480098,JP-02,c2w_transition_intensity,noise
4,3.4304857621440537,0.29150390625,64.22382485852486,JP-02,c2w_transition_intensity,noise
5,5.347258485639687,0.18701171875,62.01226131601308,JP-02,c2w_transition_intensity,noise
1,2.098360655737705,0.4765625,6.421665414123908,JP-02,c2w_transition_intensity,reconstructed_signal
2,21.557894736842105,0.04638671875,6.295593018958549,JP-02,c2w_transition_intensity,reconstructed_signal
3,4.751740139211137,0.21044921875,6.289733080072288,JP-02,c2w_transition_intensity,reconstructed_signal
4,23.01123595505618,0.04345703125,6.275931465256754,JP-02,c2w_transition_intensity,reconstructed_signal
5,4.501098901098901,0.22216796875,5.778185806110949,JP-02,c2w_transition_intensity,reconstructed_signal
1,32.0,0.03125,72.92761041945661,JP-02,c2w_transition_intensity,reconstruction_residual
2,12.487804878048781,0.080078125,72.7588516898378,JP-02,c2w_transition_intensity,reconstruction_residual
3,13.38562091503268,0.07470703125,67.26030118480098,JP-02,c2w_transition_intensity,reconstruction_residual
4,3.4304857621440537,0.29150390625,64.22382485852503,JP-02,c2w_transition_intensity,reconstruction_residual
5,5.347258485639687,0.18701171875,62.01226131601318,JP-02,c2w_transition_intensity,reconstruction_residual
1,341.3333333333333,0.0029296875,76.1883402380995,JP-02,cases,original
2,120.47058823529412,0.00830078125,7.5981179486732895,JP-02,cases,original
3,46.54545454545455,0.021484375,6.857526140536153,JP-02,cases,original
4,93.0909090909091,0.0107421875,6.486214164939075,JP-02,cases,original
5,7.013698630136986,0.142578125,6.30363646108103,JP-02,cases,original
1,341.3333333333333,0.0029296875,895.5444004721237,JP-02,cases,annual
1,186.1818181818182,0.00537109375,883.6198894989603,JP-02,cases,semiannual
1,120.47058823529412,0.00830078125,184.66244439894123,JP-02,cases,seasonal_subannual
2,93.0909090909091,0.0107421875,159.50588492082423,JP-02,cases,seasonal_subannual
3,46.54545454545455,0.021484375,140.43506975366893,JP-02,cases,seasonal_subannual
4,107.78947368421052,0.00927734375,77.2436415500969,JP-02,cases,seasonal_subannual
5,56.888888888888886,0.017578125,61.0558555032527,JP-02,cases,seasonal_subannual
1,10.088669950738916,0.09912109375,50.20737676789976,JP-02,cases,subseasonal
2,11.702857142857143,0.08544921875,42.25769746388134,JP-02,cases,subseasonal
3,21.333333333333332,0.046875,35.896244091209944,JP-02,cases,subseasonal
4,9.022026431718063,0.11083984375,33.7484286288467,JP-02,cases,subseasonal
5,8.641350210970463,0.11572265625,29.533520405432725,JP-02,cases,subseasonal
1,7.013698630136986,0.142578125,12.759954141652301,JP-02,cases,high_frequency
