prefecture_code,target_variable,frequency_band,model_name,split,selected_alpha,n_observations,mae,rmse,nrmse_std,r2,pearson_correlation
JP-22,cases,trend,ridge,validation,0.01,365,0.18194710370080577,0.21966518262536153,19.528021091536772,-380.3436077515049,0.062105308050495654
JP-23,cases,trend,ridge,validation,0.01,365,0.3894378424835236,0.4008546356412606,11.524574412243753,-131.81581538334345,0.9083644579285445
JP-24,cases,trend,ridge,validation,0.01,365,0.4385023778233262,0.4427861949752139,22.2398385133215,-493.6104170986184,0.9328214576414826
JP-25,cases,trend,ridge,validation,0.01,365,0.34962974285083764,0.35329173789011575,20.26437145093113,-409.6447503013127,-0.8619732725008776
JP-26,cases,trend,ridge,validation,0.01,365,0.275017450976893,0.28065786788442765,8.536370268127495,-71.86961735457108,0.8756520549555711
JP-27,cases,trend,ridge,validation,0.01,365,2.445925453273554,2.4477405576647886,17.373852818443215,-300.8507617569273,0.9411647652296452
JP-28,cases,trend,ridge,validation,0.01,365,0.26404100070334185,0.29681608096143103,18.454256023791096,-339.5595653916299,0.8763390002875461
JP-29,cases,trend,ridge,validation,0.01,365,0.08052882912604409,0.09791271069750802,4.361140898192742,-18.019549933889397,0.810020925362065
JP-30,cases,trend,ridge,validation,0.01,365,0.23938061242658215,0.2586279124919202,50.15546654781447,-2514.5708246289373,0.9203175940039331
JP-31,cases,trend,ridge,validation,0.01,365,0.8176116393438949,0.8242508438456084,26.71911726305518,-712.9112273168934,-0.8907715964161252
JP-32,cases,trend,ridge,validation,0.01,365,0.5841831253011324,0.5977309348237345,34.66214857347134,-1200.4645437294012,-0.9191860176373429
JP-33,cases,trend,ridge,validation,0.01,365,0.47110494867216357,0.4784573927369572,43.54418843618753,-1895.0963465662078,0.8946598071514551
JP-34,cases,trend,ridge,validation,0.01,365,0.2290941918951447,0.26379243831170207,38.18014617550916,-1456.7235619832463,-0.8055788795661888
JP-35,cases,trend,ridge,validation,0.01,365,0.5203762942213167,0.5409415353834955,37.3877652212687,-1396.8449882407092,0.9374435772313229
JP-36,cases,trend,ridge,validation,0.01,365,0.8957180064208443,0.9005372658918246,563.090029575122,-317069.38140691177,-0.3029621100238233
JP-37,cases,trend,ridge,validation,0.01,365,0.13220278596350454,0.167133261029874,5.925646805633365,-34.11329006511291,0.9775208451274452
JP-38,cases,trend,ridge,validation,0.01,365,0.5533990651430816,0.5582273255286992,41.06510591529841,-1685.3429238346766,0.6051859261213277
JP-39,cases,trend,ridge,validation,0.01,365,0.3243049082637516,0.3406921854290112,421.59139086251406,-177738.3008493891,0.3366151551631216
JP-40,cases,trend,ridge,validation,0.01,365,1.0684274696921907,1.0760953557225168,93.43833492204242,-8729.72243300377,0.5905565458403169
JP-41,cases,trend,ridge,validation,0.01,365,0.33734894618375816,0.400488079685133,147.5872665687749,-21781.001253242623,0.6550028467430506
JP-42,cases,trend,ridge,validation,0.01,365,0.6859834892313516,0.6916504684776243,31.22395218125326,-973.9351898171899,0.46559228573281647
JP-43,cases,trend,ridge,validation,0.01,365,0.4818531475060142,0.4888869559279117,5.468261682340186,-28.901885826549922,0.5393335341997576
JP-44,cases,trend,ridge,validation,0.01,365,0.27943727863743073,0.2972081857413574,49.414799952858004,-2440.8224543809756,0.49877999435606224
JP-45,cases,trend,ridge,validation,0.01,365,0.2697163147522651,0.2940355343536097,57.12748672404801,-3262.5497394062822,0.9576141676096876
JP-46,cases,trend,ridge,validation,0.01,365,0.4868479503349657,0.5168844708036059,30.375934130036907,-921.6973742723413,-0.8925186742325367
JP-47,cases,trend,ridge,validation,0.01,365,0.5548739627776059,0.5697957598132073,13.173197797452172,-172.53314021079868,-0.34408628582730777
JP-01,cases,trend,prefecture_mean_baseline,validation,,365,1.683695188650455,1.6850767422767057,24.700173619446073,-609.0985768307796,2.996173509708033e-14
JP-02,cases,trend,prefecture_mean_baseline,validation,,365,0.36783812158608686,0.36823772504516616,21.471005134652284,-460.00406149226484,
JP-03,cases,trend,prefecture_mean_baseline,validation,,365,0.19962398445541832,0.20086666488805902,9.003926651987392,-80.0706951543689,
JP-04,cases,trend,prefecture_mean_baseline,validation,,365,0.5515131192278386,0.5525360346406529,16.44169322639042,-269.32927615073265,
JP-05,cases,trend,prefecture_mean_baseline,validation,,365,0.16494412441623377,0.16518678931407904,18.455624081719957,-339.6100602457616,-2.161363955386842e-14
JP-06,cases,trend,prefecture_mean_baseline,validation,,365,0.06483601013177444,0.06493356949931141,18.249389494577827,-332.0402169248075,5.881456192895327e-14
JP-07,cases,trend,prefecture_mean_baseline,validation,,365,0.24723412310194734,0.2474855220642193,22.191593024020882,-491.46680094377234,5.585807941162428e-14
JP-08,cases,trend,prefecture_mean_baseline,validation,,365,0.7187225477510829,0.7198309328700739,18.026945930971493,-323.97077959816977,9.079987935833399e-15
JP-09,cases,trend,prefecture_mean_baseline,validation,,365,0.44822456974868513,0.44824864125752106,96.49363501288217,-9310.021597999317,-2.933425511047832e-14
JP-10,cases,trend,prefecture_mean_baseline,validation,,365,0.90215778844168,0.9026105919360204,31.574378002880643,-995.9413462687929,-1.0044393955975893e-14
JP-11,cases,trend,prefecture_mean_baseline,validation,,365,3.118831848527181,3.1608295797227988,6.154886541182022,-36.88262833482359,-2.3028337844031657e-15
JP-13,cases,trend,prefecture_mean_baseline,validation,,365,3.273675822783921,3.275377272487118,31.028624075585682,-961.7755120240155,2.3420828119407186e-14
JP-14,cases,trend,prefecture_mean_baseline,validation,,365,2.630797327571448,2.632396405500407,28.694046413357647,-822.3482995719228,-8.43480369622728e-15
JP-15,cases,trend,prefecture_mean_baseline,validation,,365,0.3716951002541164,0.3720306017648198,23.551850154067758,-553.6896456796615,-5.961625381012928e-14
JP-16,cases,trend,prefecture_mean_baseline,validation,,365,0.062204999007178186,0.06254275583726585,9.63515209725061,-91.83615593715281,
JP-17,cases,trend,prefecture_mean_baseline,validation,,365,0.012190616306900768,0.012297146566940727,7.613656868660544,-56.967770913701884,-1.5065942417349076e-15
JP-18,cases,trend,prefecture_mean_baseline,validation,,365,0.0971141009237502,0.09728549703354969,16.853881676943317,-283.0533275804057,-2.2026499606250023e-14
JP-19,cases,trend,prefecture_mean_baseline,validation,,365,0.14019000714365118,0.1404150546672098,17.669684853860247,-311.2177628347381,
JP-20,cases,trend,prefecture_mean_baseline,validation,,365,0.13072140939278135,0.13120594225215174,11.64666171244021,-134.64472904402075,-3.790813598500258e-14
JP-21,cases,trend,prefecture_mean_baseline,validation,,365,0.30154752944203667,0.3019533388086918,19.294780974651406,-371.2885728597698,2.6122615073249e-14
JP-22,cases,trend,prefecture_mean_baseline,validation,,365,1.0465122142393135,1.0465726674177875,93.03929224877004,-8655.309902152037,1.8538952167397318e-13
JP-23,cases,trend,prefecture_mean_baseline,validation,,365,0.7535533625705741,0.7543556849029278,21.687732786363828,-469.35775341272046,-3.875744176682668e-14
JP-24,cases,trend,prefecture_mean_baseline,validation,,365,0.38107484918754575,0.381594592057286,19.166365621190824,-366.3495711251656,-7.455465153170176e-15
JP-25,cases,trend,prefecture_mean_baseline,validation,,365,0.09539434649032422,0.09697437970948344,5.562328922245625,-29.939503039250177,-1.1677758121626541e-14
JP-26,cases,trend,prefecture_mean_baseline,validation,,365,0.6557733742340894,0.656597040961506,19.97077616549257,-397.83190065220606,
JP-27,cases,trend,prefecture_mean_baseline,validation,,365,2.8405005434343087,2.8439923225720056,20.186413905029237,-406.49130634515774,-4.836109635748703e-15
JP-28,cases,trend,prefecture_mean_baseline,validation,,365,0.7222548475731118,0.7224339112411607,44.916637653623425,-2016.5043381069013,-5.749102661479137e-15
JP-29,cases,trend,prefecture_mean_baseline,validation,,365,0.4869661768458385,0.4874834483084765,21.713054295658804,-470.4567268462272,1.4415178918435837e-14
JP-30,cases,trend,prefecture_mean_baseline,validation,,365,0.01965582926154482,0.020320958960609717,3.9408243586245257,-14.53009662552841,-7.109964177278566e-14
JP-31,cases,trend,prefecture_mean_baseline,validation,,365,0.026426124641853524,0.030850134760918954,1.0000455254765221,-9.105302561307482e-05,1.025447451731445e-15
JP-32,cases,trend,prefecture_mean_baseline,validation,,365,0.16492899116331633,0.16582805680154658,9.616294569395631,-91.47312124538792,-1.97553684835168e-15
JP-33,cases,trend,prefecture_mean_baseline,validation,,365,0.23078530816861376,0.23104673013657684,21.02745721427946,-441.15395689835316,
JP-34,cases,trend,prefecture_mean_baseline,validation,,365,0.15397912037106773,0.15413405169986782,22.30867822515359,-496.6771241534419,
JP-35,cases,trend,prefecture_mean_baseline,validation,,365,0.3691315556846598,0.3694149974012272,25.532521148077603,-650.9096361770298,
JP-36,cases,trend,prefecture_mean_baseline,validation,,365,0.009380484047258896,0.009515837838743029,5.950085146941082,-34.40351325584887,
JP-37,cases,trend,prefecture_mean_baseline,validation,,365,0.23405468126300358,0.23574800017428876,8.358356532740247,-68.86212392840156,-6.2980062533307536e-15
JP-38,cases,trend,prefecture_mean_baseline,validation,,365,0.3251370731394706,0.32542112009437724,23.939087451683,-572.0799080193265,
JP-39,cases,trend,prefecture_mean_baseline,validation,,365,0.02629901557532305,0.026311428351098405,32.559219578666564,-1059.1027795718242,7.377394342442024e-14
JP-40,cases,trend,prefecture_mean_baseline,validation,,365,0.32987541844295204,0.3300763920874084,28.660832248471817,-820.4433051750418,2.2608172785539632e-14
JP-41,cases,trend,prefecture_mean_baseline,validation,,365,0.1281146245246053,0.12814335904845425,47.223198517597524,-2229.0304782324247,-3.026498233707388e-14
JP-42,cases,trend,prefecture_mean_baseline,validation,,365,0.4388986326161565,0.4394572662530912,19.83891183850866,-392.582422936119,4.284233739729726e-15
JP-43,cases,trend,prefecture_mean_baseline,validation,,365,0.21163288357387214,0.22974253850212953,2.5696989965917707,-5.603352933084753,-7.348724327653499e-16
JP-44,cases,trend,prefecture_mean_baseline,validation,,365,0.17868265342533077,0.17878385146415943,29.725184832530548,-882.5866133281038,-7.080137238019432e-15
JP-45,cases,trend,prefecture_mean_baseline,validation,,365,0.21844359349246797,0.21850422241184633,42.45268209647581,-1801.2302171844385,3.9949317213264664e-14
JP-46,cases,trend,prefecture_mean_baseline,validation,,365,0.11316490422301781,0.11443709316180374,6.725165487195746,-44.22785083016879,
JP-47,cases,trend,prefecture_mean_baseline,validation,,365,0.3627047274592491,0.3652747495976939,8.444844392037368,-70.31539680572497,-2.475323863090914e-15
JP-01,cases,trend,ridge,test,0.01,730,1.2947549526936986,1.3085272341904604,23.06311613819863,-530.907326004038,0.27985523596041706
JP-02,cases,trend,ridge,test,0.01,730,0.5041707228692318,0.6013799124205941,26.596792835583464,-706.389389138944,-0.23983082033645026
JP-03,cases,trend,ridge,test,0.01,730,0.9726698816528874,1.0797841805507076,56.94783977028544,-3242.0564545021034,0.1324445190985408
JP-04,cases,trend,ridge,test,0.01,730,0.2221624024862203,0.2676045823749368,1.5609973302593616,-1.436712665076855,0.18898974554254672
JP-05,cases,trend,ridge,test,0.01,730,0.79054489144996,0.9163030757009303,51.24504684467406,-2625.0548261128392,-0.8488700184801703
JP-06,cases,trend,ridge,test,0.01,730,0.5945998125302204,0.6130280257417716,34.93251460274059,-1219.2805764706848,-0.5943088467574708
JP-07,cases,trend,ridge,test,0.01,730,0.3263392881206678,0.3399861407289923,10.084649019971772,-100.70014585601767,0.15739493322416948
JP-08,cases,trend,ridge,test,0.01,730,0.36410581098311734,0.3729276415332036,5.980210992889554,-34.76292351947706,0.37832311944502023
JP-09,cases,trend,ridge,test,0.01,730,0.16393868158638206,0.21842525861106613,11.076922011963262,-121.69820125911623,0.37710914413627866
JP-10,cases,trend,ridge,test,0.01,730,0.5436831686624867,0.5629284609237458,10.782005806065786,-115.25164920203629,-0.8738026065275115
JP-11,cases,trend,ridge,test,0.01,730,1.6045444143352388,1.7198882069105035,2.927785610931598,-7.57192858357811,-0.08191817788635372
JP-13,cases,trend,ridge,test,0.01,730,1.9036032008365273,1.9274410254010457,16.394394129930003,-267.7761588874834,0.26567875081608405
JP-14,cases,trend,ridge,test,0.01,730,1.2398810867646357,1.2577036354801883,13.114706366587061,-170.99552308179915,0.5396265837194911
JP-15,cases,trend,ridge,test,0.01,730,0.14333377799054053,0.1564270759344433,9.175459566859415,-83.18905826307196,-0.41920343667759397
JP-16,cases,trend,ridge,test,0.01,730,0.9141794891355602,0.9661446299783517,102.9126993706644,-10590.02369175675,-0.5632093997920771
JP-17,cases,trend,ridge,test,0.01,730,1.6551111533537914,1.6971338091104562,239.26374835446998,-57246.141276631155,-0.5399187106480307
JP-18,cases,trend,ridge,test,0.01,730,1.5488920382509546,1.5865609329146706,218.84089004825415,-47890.335157112066,0.3609951741101763
JP-19,cases,trend,ridge,test,0.01,730,0.2410452291043375,0.29072384197175677,13.029099115957381,-168.75742377344147,0.004567254150297658
JP-20,cases,trend,ridge,test,0.01,730,0.7225156116702213,0.8930820700136156,32.57412939927362,-1060.0739061206223,-0.978304025090392
JP-21,cases,trend,ridge,test,0.01,730,0.7735392342035923,0.8698789256080723,15.145664922555534,-228.39116594632912,-0.7334986988280653
JP-22,cases,trend,ridge,test,0.01,730,0.35210493326606457,0.44074994377999566,2.8454249586775577,-7.096443195465181,-0.11231641494037087
JP-23,cases,trend,ridge,test,0.01,730,0.5108588057815578,0.595665348009707,8.698652962074291,-74.66656335460384,-0.9136662597551655
JP-24,cases,trend,ridge,test,0.01,730,0.5666329891665017,0.5956101229998781,24.201803474925004,-584.7272914388918,-0.3103555014441857
JP-25,cases,trend,ridge,test,0.01,730,0.48706936086973635,0.5548407118669006,11.900993045042734,-140.6336354581555,-0.5408393955916401
JP-26,cases,trend,ridge,test,0.01,730,0.5177758336118501,0.5905473615220282,12.836058029082587,-163.7643857259755,0.11857839468434385
JP-27,cases,trend,ridge,test,0.01,730,2.503498691502584,2.516493804198809,16.522387471782295,-271.9892877677085,0.4788076685354971
JP-28,cases,trend,ridge,test,0.01,730,0.8124833655466893,0.8787806870194461,14.807073871097991,-218.24943662415288,-0.8537465248359618
JP-29,cases,trend,ridge,test,0.01,730,0.31477309029048456,0.3905409426691425,17.51477294462145,-305.76727130164346,0.6683998455811527
JP-30,cases,trend,ridge,test,0.01,730,0.5832440145729566,0.6370414404936433,50.91210558108397,-2591.0424946994412,0.27325121452767104
JP-31,cases,trend,ridge,test,0.01,730,1.107107153149968,1.1245589738326491,63.54953975967191,-4037.544003666122,0.3299459116603223
JP-32,cases,trend,ridge,test,0.01,730,1.0478399394106437,1.0823631384568477,40.510912277616306,-1640.1340135647235,-0.8170677977175885
JP-33,cases,trend,ridge,test,0.01,730,0.23016720431532275,0.24959920958480197,14.910114592142875,-221.3115171508319,-0.5962759925242379
JP-34,cases,trend,ridge,test,0.01,730,0.30947750168448745,0.4317445848449967,18.708998983613213,-349.02664296884024,-0.8544922654304994
JP-35,cases,trend,ridge,test,0.01,730,0.46416569806530106,0.49907437691246453,26.013612130068555,-675.7080160536498,0.3400475844496629
JP-36,cases,trend,ridge,test,0.01,730,0.7981035990847096,0.8097098966200205,89.5322697111922,-8015.027319637666,-0.4402047788977795
JP-37,cases,trend,ridge,test,0.01,730,0.3473696819756218,0.4317775096415808,6.269750589998417,-38.309772460785496,-0.6642276900674745
JP-38,cases,trend,ridge,test,0.01,730,0.5235471010390614,0.5635528613614152,27.543348571180747,-757.6360505135644,0.04237971090967781
JP-39,cases,trend,ridge,test,0.01,730,0.7689047201368383,0.8524238145025359,141.91699032884523,-20139.432143997547,-0.0865986948969696
JP-40,cases,trend,ridge,test,0.01,730,1.2018649314712815,1.2170943333194484,29.84698698221739,-889.8426319166545,-0.4461061857210495
JP-41,cases,trend,ridge,test,0.01,730,0.5567828540370456,0.6078743035873484,111.37691714264012,-12403.817672198526,-0.3388315619835094
JP-42,cases,trend,ridge,test,0.01,730,0.28668749407364336,0.3355156229996898,11.071560415360938,-121.57945003098726,0.5898669637128282
JP-43,cases,trend,ridge,test,0.01,730,0.5179831479017459,0.5898744201900347,6.138619755135275,-36.68265249813705,0.05704253231157013
JP-44,cases,trend,ridge,test,0.01,730,0.39280936124395344,0.4427655588745622,48.98809773136918,-2398.833719338178,-0.7320560642244494
JP-45,cases,trend,ridge,test,0.01,730,0.8527595151014885,0.9995337359340645,96.02343268343253,-9219.499624309698,0.37120796559892005
JP-46,cases,trend,ridge,test,0.01,730,1.2697030530835067,1.372679023577353,30.57411520292011,-933.7765204414309,-0.781347350362502
JP-47,cases,trend,ridge,test,0.01,730,0.7213525400830165,1.0218203037703297,21.69094725841087,-469.49719296716205,0.7308346457974912
JP-01,cases,trend,prefecture_mean_baseline,test,,730,1.7509210337149408,1.7518400411926593,30.87661400533923,-952.3652924347107,2.1444334683179343e-14
JP-02,cases,trend,prefecture_mean_baseline,test,,730,0.41353594074126376,0.4141536325037608,18.31647206417346,-334.4931488776467,-1.016996630222711e-14
JP-03,cases,trend,prefecture_mean_baseline,test,,730,0.2741456608839731,0.27480058290667897,14.492988363812847,-209.04671171361454,
JP-04,cases,trend,prefecture_mean_baseline,test,,730,0.9951087151150606,1.0097674073789669,5.890198938720086,-33.69444353769922,1.4194364937666065e-16
JP-05,cases,trend,prefecture_mean_baseline,test,,730,0.1194497672914889,0.12078067048460225,6.754764096126126,-44.626837994314606,1.4969689337854758e-15
JP-06,cases,trend,prefecture_mean_baseline,test,,730,0.05056815238948161,0.05352665458822448,3.0501389243607533,-8.303347457900573,-1.6639417474067827e-15
JP-07,cases,trend,prefecture_mean_baseline,test,,730,0.21849320960137714,0.22107886566914037,6.557628382222602,-42.00248999933142,-1.1909427109968542e-14
JP-08,cases,trend,prefecture_mean_baseline,test,,730,0.8786556554071668,0.8808658044787548,14.125430192160573,-198.5277781136015,1.3267167180150618e-14
JP-09,cases,trend,prefecture_mean_baseline,test,,730,0.44501262738043035,0.4454492961852462,22.589910825807365,-509.3040711179288,-2.8937861841411595e-14
JP-10,cases,trend,prefecture_mean_baseline,test,,730,0.9805264416495599,0.9819154679866574,18.8070403466988,-352.7047666023563,1.6778618824817565e-15
JP-11,cases,trend,prefecture_mean_baseline,test,,730,3.0732887934239432,3.1289272409826614,5.326409075306622,-27.370633637508746,-5.509320613481138e-16
JP-13,cases,trend,prefecture_mean_baseline,test,,730,3.4430911413434844,3.445097767204733,29.303252274577012,-857.6805938675029,3.7297215671311504e-14
JP-14,cases,trend,prefecture_mean_baseline,test,,730,2.7866139678313746,2.788263664702569,29.074623149385157,-844.3337112787634,5.531515083992159e-15
JP-15,cases,trend,prefecture_mean_baseline,test,,730,0.39705889998623883,0.39742473329738404,23.31153062509626,-542.4274600848009,1.7342013855270983e-14
JP-16,cases,trend,prefecture_mean_baseline,test,,730,0.06528850493011737,0.06596001408437532,7.02599061188407,-48.36454407828308,
JP-17,cases,trend,prefecture_mean_baseline,test,,730,0.015779720367676272,0.017300646255117912,2.439063702421844,-4.949031744471753,
JP-18,cases,trend,prefecture_mean_baseline,test,,730,0.11313815872459239,0.11337020378446445,15.637619574790389,-243.5351459658675,
JP-19,cases,trend,prefecture_mean_baseline,test,,730,0.14881851332388968,0.15048202184337417,6.744012339921741,-44.481702441016715,
JP-20,cases,trend,prefecture_mean_baseline,test,,730,0.11559288124121794,0.1187998371594193,4.333085836315761,-17.775632864880265,
JP-21,cases,trend,prefecture_mean_baseline,test,,730,0.1411477714153855,0.15238562601590125,2.6532216871875023,-6.039585321362097,
JP-22,cases,trend,prefecture_mean_baseline,test,,730,0.6686072832443787,0.6863155355430092,4.4307648405215,-18.63167707200152,5.906770106632998e-15
JP-23,cases,trend,prefecture_mean_baseline,test,,730,0.7243135883816082,0.7275433972648967,10.624501742130471,-111.88003726853343,
JP-24,cases,trend,prefecture_mean_baseline,test,,730,0.35285127168424035,0.3537084670096496,14.37246023097946,-205.56761309108612,-3.295882779045154e-15
JP-25,cases,trend,prefecture_mean_baseline,test,,730,0.041048745293116314,0.047896144802285594,1.027342936422984,-0.055433509018199434,5.741361842588277e-15
JP-26,cases,trend,prefecture_mean_baseline,test,,730,0.7780328975375246,0.7793919587618986,16.940758797539555,-285.9893086364138,
JP-27,cases,trend,prefecture_mean_baseline,test,,730,3.200582892954107,3.2042048340656986,21.037649176428847,-441.5826828704973,
JP-28,cases,trend,prefecture_mean_baseline,test,,730,0.6364152868979446,0.6391765690374357,10.769848284345425,-114.98963206781809,6.970196359540356e-15
JP-29,cases,trend,prefecture_mean_baseline,test,,730,0.5330945655483613,0.5335606880197185,23.92884658640876,-571.5896989558859,-1.8088344921906563e-14
JP-30,cases,trend,prefecture_mean_baseline,test,,730,0.05085270824326733,0.05236947985367609,4.185348578690167,-16.517142725143806,-5.80989976949651e-15
JP-31,cases,trend,prefecture_mean_baseline,test,,730,0.0651170281822498,0.06747864962855757,3.8132612226498863,-13.540961152165305,-8.697572474759032e-15
JP-32,cases,trend,prefecture_mean_baseline,test,,730,0.22474426203989264,0.22632681030336327,8.471006848352493,-70.75795702483487,3.0510630992577546e-15
JP-33,cases,trend,prefecture_mean_baseline,test,,730,0.25362997055631825,0.25418182134494977,15.18386252022632,-229.54968103313357,9.557424700162802e-15
JP-34,cases,trend,prefecture_mean_baseline,test,,730,0.09371552925725414,0.09651497805995583,4.182330687657473,-16.491889980921428,
JP-35,cases,trend,prefecture_mean_baseline,test,,730,0.4008470369782741,0.40130588837052755,20.917554994843027,-436.54410696228234,
JP-36,cases,trend,prefecture_mean_baseline,test,,730,0.009971656162513425,0.010803421487098772,1.1945696235457135,-0.4269965854981477,-6.188499144620937e-15
JP-37,cases,trend,prefecture_mean_baseline,test,,730,0.10131118631717975,0.1225013849459548,1.7788168984949806,-2.164189558371302,1.5900475572921763e-15
JP-38,cases,trend,prefecture_mean_baseline,test,,730,0.3454674732380305,0.34607283967605773,16.91412732993469,-285.08770333324355,-1.0941509929025083e-14
JP-39,cases,trend,prefecture_mean_baseline,test,,730,0.03017454289384601,0.03076655702767726,5.1222139760335725,-25.237076016273658,
JP-40,cases,trend,prefecture_mean_baseline,test,,730,0.3005455533354145,0.30329928822968405,7.437853960602715,-54.32167153925351,-1.790213644353148e-15
JP-41,cases,trend,prefecture_mean_baseline,test,,730,0.128212237594148,0.12832835066163958,23.512782156351335,-551.8509247320338,2.563637435106282e-15
JP-42,cases,trend,prefecture_mean_baseline,test,,730,0.49816289227062405,0.49908377691688927,16.469087606292984,-270.2308465837532,
JP-43,cases,trend,prefecture_mean_baseline,test,,730,0.15475781915992373,0.1786772703092848,1.8594327602150715,-2.457490189761039,2.5576428263217555e-15
JP-44,cases,trend,prefecture_mean_baseline,test,,730,0.17177567478786465,0.17201329018506725,19.031751006332772,-361.2075463670484,
JP-45,cases,trend,prefecture_mean_baseline,test,,730,0.22977897421223528,0.23001462968694036,22.097097392424143,-487.28171317027784,
JP-46,cases,trend,prefecture_mean_baseline,test,,730,0.044798287440385325,0.04945550358812335,1.1015381149929149,-0.21338621878214448,
JP-47,cases,trend,prefecture_mean_baseline,test,,730,0.46949529303934445,0.4718527392918002,10.016372589143224,-99.3277198445397,
JP-01,cases,interannual,ridge,train,1000.0,4383,0.03812339896781644,0.048519211873645766,1.2386954826749514,-0.5343664987993311,0.30308279171812774
JP-02,cases,interannual,ridge,train,1000.0,4383,0.07519367226963267,0.09536600629367072,0.9518149332752551,0.09404833279422165,0.3329846306951251
JP-03,cases,interannual,ridge,train,1000.0,4383,0.06039901957137304,0.0745418530370874,1.0861668259817998,-0.17975837386337723,0.005126082884781741
JP-04,cases,interannual,ridge,train,1000.0,4383,0.09070575829142946,0.11490466756604795,0.9923820327692346,0.015177901036801611,0.15593380960017367
JP-05,cases,interannual,ridge,train,1000.0,4383,0.06793168910927685,0.08446190817408947,1.0769893693705859,-0.15990610173725228,-0.10792739866069133
JP-06,cases,interannual,ridge,train,1000.0,4383,0.07889277443558267,0.08856096814825347,1.0626927053004511,-0.12931578589879167,-0.0482561481741588
JP-07,cases,interannual,ridge,train,1000.0,4383,0.1702570397033645,0.20683991332131768,0.9796446498543475,0.04029636001175274,0.2461968212541152
JP-08,cases,interannual,ridge,train,1000.0,4383,0.0728829372923912,0.0917398890223959,0.9192444838277736,0.15498957895220988,0.396344652744043
JP-09,cases,interannual,ridge,train,1000.0,4383,0.052204439503294266,0.07870550523007958,1.0241582871266897,-0.04890019709027493,0.12994811296059772
JP-10,cases,interannual,ridge,train,1000.0,4383,0.018931458601944423,0.028433869181889674,6.789282557524912,-45.094357645912005,0.05524020537693777
JP-11,cases,interannual,ridge,train,1000.0,4383,0.18515900863228216,0.23139915949031573,0.9863420010542229,0.02712945695635116,0.16834711238458516
JP-13,cases,interannual,ridge,train,1000.0,4383,1.976354381597536,2.3604941779464657,0.9922892530094937,0.015362038361861452,0.3755199803115499
JP-14,cases,interannual,ridge,train,1000.0,4383,0.051324066716339385,0.07236612597015042,1.184201644024354,-0.40233353370998226,0.05241974707891211
JP-15,cases,interannual,ridge,train,1000.0,4383,0.09611473047612688,0.12749069410303,0.902615201125979,0.18528579869630846,0.4436972036603421
JP-16,cases,interannual,ridge,train,1000.0,4383,0.026196821002830314,0.032931993191616785,12.1933075848451,-147.67674985864102,0.13643725106632879
JP-18,cases,interannual,ridge,train,1000.0,4383,0.030975058730603564,0.038447671938086285,7.126900459294398,-49.7927101566907,0.21282080270430506
JP-19,cases,interannual,ridge,train,1000.0,4383,0.049654894640766944,0.061328422754160165,5.246236299186518,-26.522995306902253,0.036064718763941406
JP-20,cases,interannual,ridge,train,1000.0,4383,0.045201333375289914,0.05618000769970921,0.7570257666214306,0.42691198867123525,0.6698521092215247
JP-22,cases,interannual,ridge,train,1000.0,4383,0.1257384220228123,0.15015249463271133,1.0360391865017586,-0.07337719596722603,-0.04479894789245911
JP-23,cases,interannual,ridge,train,1000.0,4383,0.3212448530803513,0.38834705279858417,0.97059906498728,0.05793745504581782,0.47741282413930003
JP-24,cases,interannual,ridge,train,1000.0,4383,0.04682817098101093,0.05967890693328619,1.1675509145099972,-0.3631751379731305,0.06146650559652706
JP-26,cases,interannual,ridge,train,1000.0,4383,0.12390322120809208,0.14867694193713238,0.9380952542670263,0.11997729392168333,0.3867677674449766
JP-27,cases,interannual,ridge,train,1000.0,4383,0.1245519019392378,0.1599819045340766,1.001487843581002,-0.002977900840525738,0.0974388462415559
JP-28,cases,interannual,ridge,train,1000.0,4383,0.2545454733248862,0.3007365867409355,1.0096766715521468,-0.019446981076622016,0.00856121257317621
JP-30,cases,interannual,ridge,train,1000.0,4383,0.03603777019442786,0.04692956110010225,1.08834910639774,-0.18450377739675883,0.3654127991870083
JP-31,cases,interannual,ridge,train,1000.0,4383,0.0892002659015313,0.10845245818342096,1.0122304662768236,-0.024610516858995624,0.1412937601822047
JP-32,cases,interannual,ridge,train,1000.0,4383,0.04244341435039786,0.05683797337578391,1.0582630894153982,-0.11992076641902272,0.22578090437367376
JP-34,cases,interannual,ridge,train,1000.0,4383,0.13580973900682447,0.17189559123650633,0.9833527023176583,0.033017462844558865,0.18314661922924877
JP-35,cases,interannual,ridge,train,1000.0,4383,0.02591555250877889,0.03340178932529653,2.6470906658777404,-6.007088993377059,-0.2455057337292648
JP-36,cases,interannual,ridge,train,1000.0,4383,0.02910494344026526,0.03676520854691525,1.6481745340977156,-1.7164792948482228,0.30992948253998265
JP-37,cases,interannual,ridge,train,1000.0,4383,0.03262785877364615,0.047141800423565076,1.0351537329739415,-0.07154325088988633,0.0537142898916794
JP-38,cases,interannual,ridge,train,1000.0,4383,0.09850247810270746,0.12038788411939604,1.283259695217103,-0.6467554453686917,-0.30814237002117345
JP-39,cases,interannual,ridge,train,1000.0,4383,0.06401395143285728,0.07644595561165728,3.845407912814649,-13.787162015937517,-0.16933864743898236
JP-40,cases,interannual,ridge,train,1000.0,4383,0.16324206021998783,0.20663045279449274,0.9854844046392531,0.028820488212816686,0.17962120056955558
