component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
183,5.3147492193821675,5.3147492193821675,0.0026361697867403975,0.6207047681814295,28.831578947368417,subseasonal,JP-13,c2w_event
184,5.310585845644884,5.310585845644884,0.002632041252819765,0.6233368094342493,28.831578947368417,subseasonal,JP-13,c2w_event
185,5.309491369480547,5.309491369480547,0.0026309564724767537,0.6259677659067261,2.527918781725888,high_frequency,JP-13,c2w_event
186,5.304944958214152,5.304944958214152,0.0026264527307215822,0.6285942186374477,2.5105407882676443,high_frequency,JP-13,c2w_event
187,5.3023237825984575,5.3023237825984575,0.0026238579090535896,0.6312180765465013,6.3110599078341005,high_frequency,JP-13,c2w_event
188,5.299291198669819,5.299291198669819,0.00262085741561357,0.6338389339621149,6.3110599078341005,high_frequency,JP-13,c2w_event
189,5.28644400443776,5.28644400443776,0.002608165208777969,0.6364470991708928,2.2460024600246,high_frequency,JP-13,c2w_event
190,5.284498574571769,5.284498574571769,0.0026062459341718203,0.6390533451050646,2.5105407882676443,high_frequency,JP-13,c2w_event
191,5.270164831271122,5.270164831271122,0.0025921266774397546,0.6416454717825044,16.017543859649123,subseasonal,JP-13,c2w_event
192,5.268141975829398,5.268141975829398,0.002590137179420968,0.6442356089619253,2.825167612171222,high_frequency,JP-13,c2w_event
193,5.260130420824276,5.260130420824276,0.002582265239764907,0.6468178742016902,2.815005138746146,high_frequency,JP-13,c2w_event
194,5.252269891383163,5.252269891383163,0.0025745533375576388,0.6493924275392479,44.17741935483871,seasonal_subannual,JP-13,c2w_event
195,5.237422006160986,5.237422006160986,0.0025600176640802022,0.6519524452033281,2.4642375168690958,high_frequency,JP-13,c2w_event
196,5.2301526693908515,5.2301526693908515,0.0025529161871335744,0.6545053613904617,44.17741935483871,seasonal_subannual,JP-13,c2w_event
197,5.225729159927175,5.225729159927175,0.0025485996502952104,0.6570539610407569,8.750798722044728,subseasonal,JP-13,c2w_event
198,5.222992235053123,5.222992235053123,0.002545930740776969,0.6595998917815338,5.802966101694915,high_frequency,JP-13,c2w_event
199,5.218427902089876,5.218427902089876,0.0025414829462725285,0.6621413747278063,3.074074074074074,high_frequency,JP-13,c2w_event
200,5.217265363925528,5.217265363925528,0.00254035071186346,0.6646817254396697,5.630010277492292,high_frequency,JP-13,c2w_event
201,5.214835390596176,5.214835390596176,0.0025379848951016678,0.6672197103347715,3.332116788321168,high_frequency,JP-13,c2w_event
202,5.214593585110657,5.214593585110657,0.0025377495340996,0.669757459868871,2.180732484076433,high_frequency,JP-13,c2w_event
203,5.214222231273675,5.214222231273675,0.0025373880986568945,0.6722948479675279,2.180732484076433,high_frequency,JP-13,c2w_event
204,5.209114823231754,5.209114823231754,0.002532419714569556,0.6748272676820974,2.180732484076433,high_frequency,JP-13,c2w_event
205,5.206639351396102,5.206639351396102,0.002530013377088793,0.6773572810591862,5.630010277492292,high_frequency,JP-13,c2w_event
206,5.202954343871918,5.202954343871918,0.0025264334021853157,0.6798837144613715,4.630600169061707,high_frequency,JP-13,c2w_event
207,5.194589298190886,5.194589298190886,0.0025183161900960596,0.6824020306514675,4.630600169061707,high_frequency,JP-13,c2w_event
208,5.184770319714401,5.184770319714401,0.002508804784712214,0.6849108354361797,11.857142857142856,subseasonal,JP-13,c2w_event
209,5.177680022609395,5.177680022609395,0.00250194777569094,0.6874127832118706,2.4642375168690958,high_frequency,JP-13,c2w_event
210,5.176639952111712,5.176639952111712,0.0025009427152402376,0.6899137259271109,2.1257275902211874,high_frequency,JP-13,c2w_event
211,5.175591318174575,5.175591318174575,0.002499929584019042,0.6924136555111299,16.017543859649123,subseasonal,JP-13,c2w_event
212,5.166072320756432,5.166072320756432,0.0024907422513565794,0.6949043977624865,16.255192878338278,subseasonal,JP-13,c2w_event
213,5.163944700652206,5.163944700652206,0.002488691075258423,0.6973930888377449,2.1257275902211874,high_frequency,JP-13,c2w_event
214,5.1591929294929475,5.1591929294929475,0.002484113082942606,0.6998772019206875,3.2549019607843137,high_frequency,JP-13,c2w_event
215,5.157489810767325,5.157489810767325,0.002482473275610712,0.7023596751962982,3.2549019607843137,high_frequency,JP-13,c2w_event
216,5.153813477056807,5.153813477056807,0.002478935450890562,0.7048386106471887,4.913004484304933,high_frequency,JP-13,c2w_event
217,5.151984395221369,5.151984395221369,0.0024771762210550156,0.7073157868682437,4.913004484304933,high_frequency,JP-13,c2w_event
218,5.150820064682402,5.150820064682402,0.002476056681169839,0.7097918435494135,4.913004484304933,high_frequency,JP-13,c2w_event
219,5.124094206591237,5.124094206591237,0.002450428505648332,0.7122422720550619,5.153339604891816,high_frequency,JP-13,c2w_event
220,5.120843395000971,5.120843395000971,0.00244732030575129,0.7146895923608132,5.153339604891816,high_frequency,JP-13,c2w_event
221,5.116642181525136,5.116642181525136,0.0024433063195298463,0.717132898680343,2.769464105156724,high_frequency,JP-13,c2w_event
